href,url,property
https://coppermind.net/wiki/Kiin,https://coppermind.net/wiki/Adien,Parents
https://coppermind.net/wiki/Daora,https://coppermind.net/wiki/Adien,Parents
https://coppermind.net/wiki/Lukel,https://coppermind.net/wiki/Adien,Siblings
https://coppermind.net/wiki/Kaise,https://coppermind.net/wiki/Adien,Siblings
https://coppermind.net/wiki/Daorn,https://coppermind.net/wiki/Adien,Siblings
https://coppermind.net/wiki/Kae,https://coppermind.net/wiki/Adien,Residence
https://coppermind.net/wiki/Aonic,https://coppermind.net/wiki/Adien,Ethnicity
https://coppermind.net/wiki/Arelene,https://coppermind.net/wiki/Adien,Nationality
https://coppermind.net/wiki/Sel,https://coppermind.net/wiki/Adien,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Adien,Universe
https://coppermind.net/wiki/Alalan,https://coppermind.net/wiki/Adin,Parents
https://coppermind.net/wiki/Urithiru,https://coppermind.net/wiki/Adin,Residence
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Adin,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Adin,Universe
https://coppermind.net/wiki/Bridge_Four,https://coppermind.net/wiki/Adis,Groups
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Adis,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Adis,Universe
https://coppermind.net/wiki/Shallan,https://coppermind.net/wiki/Adolin_Kholin,Spouse
https://coppermind.net/wiki/Dalinar,https://coppermind.net/wiki/Adolin_Kholin,Parents
https://coppermind.net/wiki/Evi,https://coppermind.net/wiki/Adolin_Kholin,Parents
https://coppermind.net/wiki/Renarin,https://coppermind.net/wiki/Adolin_Kholin,Siblings
https://coppermind.net/wiki/Gavilar_Kholin,https://coppermind.net/wiki/Adolin_Kholin,Relatives
https://coppermind.net/wiki/Jasnah_Kholin,https://coppermind.net/wiki/Adolin_Kholin,Relatives
https://coppermind.net/wiki/Elhokar_Kholin,https://coppermind.net/wiki/Adolin_Kholin,Relatives
https://coppermind.net/wiki/Toh,https://coppermind.net/wiki/Adolin_Kholin,Relatives
https://coppermind.net/wiki/Gavinor,https://coppermind.net/wiki/Adolin_Kholin,Relatives
https://coppermind.net/wiki/Dalinar%27s_father,https://coppermind.net/wiki/Adolin_Kholin,Ancestors
https://coppermind.net/wiki/Sadees,https://coppermind.net/wiki/Adolin_Kholin,Ancestors
https://coppermind.net/wiki/Urithiru,https://coppermind.net/wiki/Adolin_Kholin,Residence
https://coppermind.net/wiki/Alethi,https://coppermind.net/wiki/Adolin_Kholin,Nationality
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Adolin_Kholin,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Adolin_Kholin,Universe
https://coppermind.net/wiki/Diagram_(group),https://coppermind.net/wiki/Adrotagia,Groups
https://coppermind.net/wiki/Urithiru,https://coppermind.net/wiki/Adrotagia,Residence
https://coppermind.net/wiki/Kharbranthian,https://coppermind.net/wiki/Adrotagia,Nationality
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Adrotagia,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Adrotagia,Universe
https://coppermind.net/wiki/Matisse,https://coppermind.net/wiki/Aeo,Bonded With
https://coppermind.net/wiki/Seon,https://coppermind.net/wiki/Aeo,Species
https://coppermind.net/wiki/Sel,https://coppermind.net/wiki/Aeo,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Aeo,Universe
https://coppermind.net/wiki/Elhokar_Kholin,https://coppermind.net/wiki/Aesudan_Kholin,Spouse
https://coppermind.net/wiki/Gavinor,https://coppermind.net/wiki/Aesudan_Kholin,Children
https://coppermind.net/wiki/Hesina,https://coppermind.net/wiki/Aesudan_Kholin,Relatives
https://coppermind.net/wiki/Kaladin,https://coppermind.net/wiki/Aesudan_Kholin,Relatives
https://coppermind.net/wiki/Tien,https://coppermind.net/wiki/Aesudan_Kholin,Relatives
https://coppermind.net/wiki/Oroden,https://coppermind.net/wiki/Aesudan_Kholin,Relatives
https://coppermind.net/wiki/Yelig-nar,https://coppermind.net/wiki/Aesudan_Kholin,Bonded With
https://coppermind.net/wiki/Kholinar,https://coppermind.net/wiki/Aesudan_Kholin,Residence
https://coppermind.net/wiki/Alethi,https://coppermind.net/wiki/Aesudan_Kholin,Nationality
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Aesudan_Kholin,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Aesudan_Kholin,Universe
https://coppermind.net/wiki/Marf,https://coppermind.net/wiki/Agil,Parents
https://coppermind.net/wiki/Hearthstone,https://coppermind.net/wiki/Agil,Residence
https://coppermind.net/wiki/Alethi,https://coppermind.net/wiki/Agil,Nationality
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Agil,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Agil,Universe
https://coppermind.net/wiki/Seaden,https://coppermind.net/wiki/Ahan,Spouse
https://coppermind.net/wiki/Torena,https://coppermind.net/wiki/Ahan,Children
https://coppermind.net/wiki/Arelene,https://coppermind.net/wiki/Ahan,Nationality
https://coppermind.net/wiki/Sel,https://coppermind.net/wiki/Ahan,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Ahan,Universe
https://coppermind.net/wiki/Singer,https://coppermind.net/wiki/Aharat,Species
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Aharat,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Aharat,Universe
https://coppermind.net/wiki/Mellis,https://coppermind.net/wiki/Ais,Spouse
https://coppermind.net/wiki/Melloni,https://coppermind.net/wiki/Ais,Children
https://coppermind.net/wiki/Trackt,https://coppermind.net/wiki/Ais,Profession
https://coppermind.net/wiki/Kezare,https://coppermind.net/wiki/Ais,Residence
https://coppermind.net/wiki/Kerztian,https://coppermind.net/wiki/Ais,Ethnicity
https://coppermind.net/wiki/Lossandin,https://coppermind.net/wiki/Ais,Nationality
https://coppermind.net/wiki/Taldain,https://coppermind.net/wiki/Ais,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Ais,Universe
https://coppermind.net/wiki/Seon,https://coppermind.net/wiki/Ala,Species
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Ala,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Ala,Universe
https://coppermind.net/wiki/Kaladin%27s_squad,https://coppermind.net/wiki/Alabet,Groups
https://coppermind.net/wiki/Alethi,https://coppermind.net/wiki/Alabet,Nationality
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Alabet,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alabet,Universe
https://coppermind.net/wiki/May_Aladar,https://coppermind.net/wiki/Aladar,Children
https://coppermind.net/wiki/Sadees,https://coppermind.net/wiki/Aladar,Ancestors
https://coppermind.net/wiki/Urithiru,https://coppermind.net/wiki/Aladar,Residence
https://coppermind.net/wiki/Alethi,https://coppermind.net/wiki/Aladar,Nationality
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Aladar,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Aladar,Universe
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Alai,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alai,Universe
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Alakavish,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alakavish,Universe
https://coppermind.net/wiki/Adin,https://coppermind.net/wiki/Alalan,Children
https://coppermind.net/wiki/Urithiru,https://coppermind.net/wiki/Alalan,Residence
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Alalan,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alalan,Universe
https://coppermind.net/wiki/Sleepless,https://coppermind.net/wiki/Alalhawithador,Species
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Alalhawithador,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alalhawithador,Universe
https://coppermind.net/wiki/Singer,https://coppermind.net/wiki/Alavah,Species
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Alavah,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alavah,Universe
https://coppermind.net/wiki/Kholinar_Wall_Guard,https://coppermind.net/wiki/Alaward,Groups
https://coppermind.net/wiki/Kholinar,https://coppermind.net/wiki/Alaward,Residence
https://coppermind.net/wiki/Alethi,https://coppermind.net/wiki/Alaward,Nationality
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Alaward,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alaward,Universe
https://coppermind.net/wiki/Natir,https://coppermind.net/wiki/Alaxia,Spouse
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Alaxia,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alaxia,Universe
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Alazansi,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alazansi,Universe
https://coppermind.net/wiki/Hearthstone,https://coppermind.net/wiki/Alds,Residence
https://coppermind.net/wiki/Alethi,https://coppermind.net/wiki/Alds,Nationality
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Alds,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alds,Universe
https://coppermind.net/wiki/Troalin,https://coppermind.net/wiki/Aledin,Siblings
https://coppermind.net/wiki/Slowswift,https://coppermind.net/wiki/Aledin,Relatives
https://coppermind.net/wiki/Fadrex_City,https://coppermind.net/wiki/Aledin,Residence
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Aledin,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Aledin,Universe
https://coppermind.net/wiki/Khlenni,https://coppermind.net/wiki/Alendi,Nationality
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Alendi,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alendi,Universe
https://coppermind.net/wiki/Elendel,https://coppermind.net/wiki/Alernath,Residence
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Alernath,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alernath,Universe
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Alezarv,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alezarv,Universe
https://coppermind.net/wiki/Shin,https://coppermind.net/wiki/Ali-daughter-Hasweth,Ethnicity
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Ali-daughter-Hasweth,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Ali-daughter-Hasweth,Universe
https://coppermind.net/wiki/Master-servant,https://coppermind.net/wiki/Alili,Profession
https://coppermind.net/wiki/Urithiru,https://coppermind.net/wiki/Alili,Residence
https://coppermind.net/wiki/Alethi,https://coppermind.net/wiki/Alili,Nationality
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Alili,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alili,Universe
https://coppermind.net/wiki/Hearthstone,https://coppermind.net/wiki/Alim,Residence
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Alim,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alim,Universe
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Allahn,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Allahn,Universe
https://coppermind.net/wiki/Southern_Scadrian,https://coppermind.net/wiki/Allik_Neverfar,Ethnicity
https://coppermind.net/wiki/Malwish,https://coppermind.net/wiki/Allik_Neverfar,Nationality
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Allik_Neverfar,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Allik_Neverfar,Universe
https://coppermind.net/wiki/T%27Telir,https://coppermind.net/wiki/Allmother,Residence
https://coppermind.net/wiki/Hallandren,https://coppermind.net/wiki/Allmother,Nationality
https://coppermind.net/wiki/Nalthis,https://coppermind.net/wiki/Allmother,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Allmother,Universe
https://coppermind.net/wiki/Elendel,https://coppermind.net/wiki/Alloran_Feltri,Residence
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Alloran_Feltri,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alloran_Feltri,Universe
https://coppermind.net/wiki/Replar_Innate,https://coppermind.net/wiki/Allri_Innate,Spouse
https://coppermind.net/wiki/Elendel,https://coppermind.net/wiki/Allri_Innate,Residence
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Allri_Innate,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Allri_Innate,Universe
https://coppermind.net/wiki/Durkel,https://coppermind.net/wiki/Allriandre_Durkel,Parents
https://coppermind.net/wiki/Elendel,https://coppermind.net/wiki/Allriandre_Durkel,Residence
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Allriandre_Durkel,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Allriandre_Durkel,Universe
https://coppermind.net/wiki/Breeze,https://coppermind.net/wiki/Allrianne_Cett,Spouse
https://coppermind.net/wiki/Ashweather_Cett,https://coppermind.net/wiki/Allrianne_Cett,Parents
https://coppermind.net/wiki/Allrianne%27s_mother,https://coppermind.net/wiki/Allrianne_Cett,Parents
https://coppermind.net/wiki/Gneorndin_Cett,https://coppermind.net/wiki/Allrianne_Cett,Siblings
https://coppermind.net/wiki/Edwarn,https://coppermind.net/wiki/Allrianne_Cett,Descendants
https://coppermind.net/wiki/Waxillium,https://coppermind.net/wiki/Allrianne_Cett,Descendants
https://coppermind.net/wiki/Telsin,https://coppermind.net/wiki/Allrianne_Cett,Descendants
https://coppermind.net/wiki/Hinston,https://coppermind.net/wiki/Allrianne_Cett,Descendants
https://coppermind.net/wiki/Maxillium_Ladrian,https://coppermind.net/wiki/Allrianne_Cett,Descendants
https://coppermind.net/wiki/Tindwyl_Ladrian,https://coppermind.net/wiki/Allrianne_Cett,Descendants
https://coppermind.net/wiki/Noble,https://coppermind.net/wiki/Allrianne_Cett,Ethnicity
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Allrianne_Cett,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Allrianne_Cett,Universe
https://coppermind.net/wiki/Ashweather_Cett,https://coppermind.net/wiki/Allrianne%27s_mother,Spouse
https://coppermind.net/wiki/Allrianne,https://coppermind.net/wiki/Allrianne%27s_mother,Children
https://coppermind.net/wiki/Gneorndin_Cett,https://coppermind.net/wiki/Allrianne%27s_mother,Children
https://coppermind.net/wiki/Edwarn,https://coppermind.net/wiki/Allrianne%27s_mother,Descendants
https://coppermind.net/wiki/Waxillium,https://coppermind.net/wiki/Allrianne%27s_mother,Descendants
https://coppermind.net/wiki/Telsin,https://coppermind.net/wiki/Allrianne%27s_mother,Descendants
https://coppermind.net/wiki/Hinston,https://coppermind.net/wiki/Allrianne%27s_mother,Descendants
https://coppermind.net/wiki/Aving_Cett,https://coppermind.net/wiki/Allrianne%27s_mother,Descendants
https://coppermind.net/wiki/Westweather_Cett,https://coppermind.net/wiki/Allrianne%27s_mother,Descendants
https://coppermind.net/wiki/Maxillium_Ladrian,https://coppermind.net/wiki/Allrianne%27s_mother,Descendants
https://coppermind.net/wiki/Tindwyl_Ladrian,https://coppermind.net/wiki/Allrianne%27s_mother,Descendants
https://coppermind.net/wiki/Fadrex_City,https://coppermind.net/wiki/Allrianne%27s_mother,Residence
https://coppermind.net/wiki/Noble,https://coppermind.net/wiki/Allrianne%27s_mother,Ethnicity
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Allrianne%27s_mother,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Allrianne%27s_mother,Universe
https://coppermind.net/wiki/Ire,https://coppermind.net/wiki/Alonoe,Groups
https://coppermind.net/wiki/Sel,https://coppermind.net/wiki/Alonoe,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alonoe,Universe
https://coppermind.net/wiki/Thaylen,https://coppermind.net/wiki/Alstben,Nationality
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Alstben,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alstben,Universe
https://coppermind.net/wiki/Singer,https://coppermind.net/wiki/Altoki,Species
https://coppermind.net/wiki/Listener,https://coppermind.net/wiki/Altoki,Nationality
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Altoki,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Altoki,Universe
https://coppermind.net/wiki/Honorspren,https://coppermind.net/wiki/Alvettaren,Species
https://coppermind.net/wiki/Lasting_Integrity,https://coppermind.net/wiki/Alvettaren,Residence
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Alvettaren,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Alvettaren,Universe
https://coppermind.net/wiki/Noble,https://coppermind.net/wiki/Amaranta,Ethnicity
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Amaranta,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Amaranta,Universe
https://coppermind.net/wiki/Bridge_Four,https://coppermind.net/wiki/Amark,Groups
https://coppermind.net/wiki/Jah_Keved,https://coppermind.net/wiki/Amark,Nationality
https://coppermind.net/wiki/Bavland,https://coppermind.net/wiki/Amark,Nationality
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Amark,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Amark,Universe
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Ambrian,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Ambrian,Universe
https://coppermind.net/wiki/Honorspren,https://coppermind.net/wiki/Amuna,Species
https://coppermind.net/wiki/Lasting_Integrity,https://coppermind.net/wiki/Amuna,Residence
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Amuna,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Amuna,Universe
https://coppermind.net/wiki/Da,https://coppermind.net/wiki/Ana,Spouse
https://coppermind.net/wiki/Moash,https://coppermind.net/wiki/Ana,Descendants
https://coppermind.net/wiki/Kholinar,https://coppermind.net/wiki/Ana,Residence
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Ana,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Ana,Universe
https://coppermind.net/wiki/Urithiru,https://coppermind.net/wiki/Anesa,Residence
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Anesa,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Anesa,Universe
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Annarel,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Annarel,Universe
https://coppermind.net/wiki/Mantiz,https://coppermind.net/wiki/Antillius_Shezler,Residence
https://coppermind.net/wiki/Keep_Shezler,https://coppermind.net/wiki/Antillius_Shezler,Residence
https://coppermind.net/wiki/Noble,https://coppermind.net/wiki/Antillius_Shezler,Ethnicity
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Antillius_Shezler,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Antillius_Shezler,Universe
https://coppermind.net/wiki/Sel,https://coppermind.net/wiki/Aona,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Aona,Universe
https://coppermind.net/wiki/Cael,https://coppermind.net/wiki/Apara,Spouse
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Apara,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Apara,Universe
https://coppermind.net/wiki/Roughs,https://coppermind.net/wiki/Ape_Manton,Residence
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Ape_Manton,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Ape_Manton,Universe
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Aqqu,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Aqqu,Universe
https://coppermind.net/wiki/Joshin_Yomen,https://coppermind.net/wiki/Aradan_Yomen,Descendants
https://coppermind.net/wiki/Obligator,https://coppermind.net/wiki/Aradan_Yomen,Profession
https://coppermind.net/wiki/Luthadel,https://coppermind.net/wiki/Aradan_Yomen,Birthplace
https://coppermind.net/wiki/Fadrex_City,https://coppermind.net/wiki/Aradan_Yomen,Residence
https://coppermind.net/wiki/Noble,https://coppermind.net/wiki/Aradan_Yomen,Ethnicity
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Aradan_Yomen,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Aradan_Yomen,Universe
https://coppermind.net/wiki/Habrin,https://coppermind.net/wiki/Arafik,Children
https://coppermind.net/wiki/Hearthstone,https://coppermind.net/wiki/Arafik,Residence
https://coppermind.net/wiki/Alethi,https://coppermind.net/wiki/Arafik,Nationality
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Arafik,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Arafik,Universe
https://coppermind.net/wiki/Elendel,https://coppermind.net/wiki/Aramine,Residence
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Aramine,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Aramine,Universe
https://coppermind.net/wiki/General_Khal,https://coppermind.net/wiki/Aratin_Khal,Parents
https://coppermind.net/wiki/Teshav,https://coppermind.net/wiki/Aratin_Khal,Parents
https://coppermind.net/wiki/Halam,https://coppermind.net/wiki/Aratin_Khal,Siblings
https://coppermind.net/wiki/Meleran,https://coppermind.net/wiki/Aratin_Khal,Siblings
https://coppermind.net/wiki/Idani,https://coppermind.net/wiki/Aratin_Khal,Relatives
https://coppermind.net/wiki/Urithiru,https://coppermind.net/wiki/Aratin_Khal,Residence
https://coppermind.net/wiki/Alethi,https://coppermind.net/wiki/Aratin_Khal,Ethnicity
https://coppermind.net/wiki/Alethi,https://coppermind.net/wiki/Aratin_Khal,Nationality
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Aratin_Khal,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Aratin_Khal,Universe
https://coppermind.net/wiki/Weathering,https://coppermind.net/wiki/Arbitan,Residence
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Arbitan,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Arbitan,Universe
https://coppermind.net/wiki/Godeke,https://coppermind.net/wiki/Archinal,Bonded With
https://coppermind.net/wiki/Cultivationspren,https://coppermind.net/wiki/Archinal,Species
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Archinal,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Archinal,Universe
https://coppermind.net/wiki/Sleepless,https://coppermind.net/wiki/Arclomedarian,Species
https://coppermind.net/wiki/Yeddaw,https://coppermind.net/wiki/Arclomedarian,Residence
https://coppermind.net/wiki/Aimian,https://coppermind.net/wiki/Arclomedarian,Nationality
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Arclomedarian,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Arclomedarian,Universe
https://coppermind.net/wiki/Callins_Geffenry,https://coppermind.net/wiki/Ardous_Geffenry,Siblings
https://coppermind.net/wiki/Crews_Geffenry,https://coppermind.net/wiki/Ardous_Geffenry,Relatives
https://coppermind.net/wiki/Noble,https://coppermind.net/wiki/Ardous_Geffenry,Ethnicity
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Ardous_Geffenry,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Ardous_Geffenry,Universe
https://coppermind.net/wiki/Hearthstone,https://coppermind.net/wiki/Aric,Residence
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Aric,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Aric,Universe
https://coppermind.net/wiki/Bridge_Four,https://coppermind.net/wiki/Arik,Groups
https://coppermind.net/wiki/Roshar,https://coppermind.net/wiki/Arik,World
https://coppermind.net/wiki/Cosmere,https://coppermind.net/wiki/Arik,Universe
https://coppermind.net/wiki/Elendel,https://coppermind.net/wiki/Arintol,Residence
https://coppermind.net/wiki/Scadrial,https://coppermind.net/wiki/Arintol,World
