url,property,name
https://coppermind.net/wiki/Jasnah_Kholin,Character;Relatives;Ruled_by,Jasnah Kholin
https://coppermind.net/wiki/Elhokar_Kholin,Character;Owner;Relatives;Siblings;Spouse,Elhokar Kholin
https://coppermind.net/wiki/Toh,Character;Relatives;Siblings,Toh
https://coppermind.net/wiki/Gavinor,Children;Descendants;Relatives,Gavinor
https://coppermind.net/wiki/Dalinar%27s_father,Ancestors;Character;Parents,Dalinar's father;Unknown
https://coppermind.net/wiki/Sadees,Ancestors;Character,Sadees
https://coppermind.net/wiki/Diagram_(group),Groups,Diagram (group)
https://coppermind.net/wiki/Kharbranthian,Nationality,Kharbranthian
https://coppermind.net/wiki/Matisse,Bonded_With;Character;Children,Matisse
https://coppermind.net/wiki/Seon,Species,Seon
https://coppermind.net/wiki/Hesina,Character;Parents;Relatives;Spouse,Hesina
https://coppermind.net/wiki/Kaladin,Bonded_With;Character;Children;Relatives;Siblings,Kaladin
https://coppermind.net/wiki/Tien,Character;Children;Relatives;Siblings,Tien
https://coppermind.net/wiki/Oroden,Character;Children;Relatives;Siblings,Oroden
https://coppermind.net/wiki/Yelig-nar,Bonded_With;Character,Yelig-nar
https://coppermind.net/wiki/Kholinar,Capital;City;Location;Region;Residence,Kholinar
https://coppermind.net/wiki/Marf,Character;Parents,Marf
https://coppermind.net/wiki/Seaden,Character;Parents;Spouse,Seaden
https://coppermind.net/wiki/Torena,Character;Children,Torena
https://coppermind.net/wiki/Mellis,Character;Parents;Spouse,Mellis
https://coppermind.net/wiki/Melloni,Character;Children,Melloni
https://coppermind.net/wiki/Trackt,Profession,Trackt
https://coppermind.net/wiki/Kerztian,Ethnicity,Kerztian
https://coppermind.net/wiki/May_Aladar,Character;Children,May Aladar
https://coppermind.net/wiki/Adin,Character;Children,Adin
https://coppermind.net/wiki/Sleepless,Species,Sleepless
https://coppermind.net/wiki/Kholinar_Wall_Guard,Groups,Kholinar Wall Guard
https://coppermind.net/wiki/Natir,Character;Spouse,Natir
https://coppermind.net/wiki/Troalin,Character;Relatives;Siblings,Troalin
https://coppermind.net/wiki/Slowswift,Character;Relatives,Slowswift
https://coppermind.net/wiki/Fadrex_City,City;Location;Residence,Fadrex City
https://coppermind.net/wiki/Khlenni,Nationality,Khlenni
https://coppermind.net/wiki/Shin,Ethnicity;Nationality,Shin
https://coppermind.net/wiki/Master-servant,Location;Profession,Master-servant
https://coppermind.net/wiki/Southern_Scadrian,Ethnicity;Location,Southern Scadrian
https://coppermind.net/wiki/Malwish,Nationality,Malwish
https://coppermind.net/wiki/T%27Telir,Capital;City;Location;Residence,T'Telir
https://coppermind.net/wiki/Hallandren,Ethnicity;Location;Nation;Nationality,Hallandren
https://coppermind.net/wiki/Nalthis,Location;World,Nalthis
https://coppermind.net/wiki/Replar_Innate,Character;Siblings;Spouse,Replar Innate
https://coppermind.net/wiki/Durkel,Character;Parents,Durkel
https://coppermind.net/wiki/Breeze,Ancestors;Spouse,Breeze
https://coppermind.net/wiki/Ashweather_Cett,Ancestors;Character;Groups;Parents;Spouse,Ashweather Cett
https://coppermind.net/wiki/Allrianne%27s_mother,Ancestors;Character;Parents;Spouse,Allrianne's mother;Unknown
https://coppermind.net/wiki/Gneorndin_Cett,Character;Children;Siblings,Gneorndin Cett
https://coppermind.net/wiki/Edwarn,Descendants,Edwarn
https://coppermind.net/wiki/Waxillium,Descendants,Waxillium
https://coppermind.net/wiki/Telsin,Descendants,Telsin
https://coppermind.net/wiki/Hinston,Children;Descendants;Relatives,Hinston
https://coppermind.net/wiki/Maxillium_Ladrian,Character;Children;Descendants;Relatives;Siblings,Maxillium Ladrian
https://coppermind.net/wiki/Tindwyl_Ladrian,Character;Children;Descendants;Relatives;Siblings,Tindwyl Ladrian
https://coppermind.net/wiki/Noble,Ethnicity;Location,Noble
https://coppermind.net/wiki/Allrianne,Ancestors;Children;Siblings,Allrianne
https://coppermind.net/wiki/Aving_Cett,Character;Descendants;Relatives,Aving Cett
https://coppermind.net/wiki/Westweather_Cett,Character;Descendants;Relatives,Westweather Cett
https://coppermind.net/wiki/Ire,Groups;Location,Ire
https://coppermind.net/wiki/Thaylen,Ethnicity;Nationality,Thaylen
https://coppermind.net/wiki/Honorspren,Species,Honorspren
https://coppermind.net/wiki/Lasting_Integrity,Location;Residence,Lasting Integrity
https://coppermind.net/wiki/Jah_Keved,Location;Nation;Nationality;Region,Jah Keved
https://coppermind.net/wiki/Bavland,Ethnicity;Location;Nationality;Region,Bavland
https://coppermind.net/wiki/Da,Ancestors;Character;Spouse,Da
https://coppermind.net/wiki/Moash,Character;Descendants,Moash
https://coppermind.net/wiki/Mantiz,City;Location;Residence,Mantiz
https://coppermind.net/wiki/Keep_Shezler,Location;Residence,Keep Shezler
https://coppermind.net/wiki/Cael,Character;Spouse,Cael
https://coppermind.net/wiki/Roughs,Location;Region;Residence,Roughs
https://coppermind.net/wiki/Joshin_Yomen,Character;Descendants;Spouse,Joshin Yomen
https://coppermind.net/wiki/Obligator,Profession,Obligator
https://coppermind.net/wiki/Luthadel,Birthplace;Capital;City;Location;Residence,Luthadel
https://coppermind.net/wiki/Habrin,Character;Children,Habrin
https://coppermind.net/wiki/General_Khal,Character;Parents;Spouse,General Khal
https://coppermind.net/wiki/Teshav,Parents;Spouse,Teshav
https://coppermind.net/wiki/Halam,Children;Siblings,Halam
https://coppermind.net/wiki/Meleran,Children;Siblings,Meleran
https://coppermind.net/wiki/Idani,Character;Relatives,Idani
https://coppermind.net/wiki/Weathering,Location;Residence,Weathering
https://coppermind.net/wiki/Godeke,Bonded_With;Character,Godeke
https://coppermind.net/wiki/Cultivationspren,Species,Cultivationspren
https://coppermind.net/wiki/Yeddaw,City;Location;Residence,Yeddaw
https://coppermind.net/wiki/Aimian,Location;Nationality,Aimia;Aimian
https://coppermind.net/wiki/Callins_Geffenry,Character;Relatives;Siblings,Callins Geffenry
https://coppermind.net/wiki/Crews_Geffenry,Character;Relatives,Crews Geffenry
https://coppermind.net/wiki/Obligator#High_Prelan,Profession,Obligator
https://coppermind.net/wiki/Dreaming-though-Awake,Bonded_With;Character,Dreaming-though-Awake
https://coppermind.net/wiki/Knights_Radiant,Groups,Knights Radiant
https://coppermind.net/wiki/Order_of_Truthwatchers,Groups;Location,Order of Truthwatchers
https://coppermind.net/wiki/Tashi%27s_Light_Orphanage,Groups,Tashi's Light Orphanage
https://coppermind.net/wiki/Yesteel,Character;Siblings,Yesteel
https://coppermind.net/wiki/Five_Scholars,Groups,Five Scholars
https://coppermind.net/wiki/Denth%27s_crew,Groups,Denth's crew
https://coppermind.net/wiki/Kharbranth,City;Location;Residence,Kharbranth
https://coppermind.net/wiki/Sarene,Bonded_With;Character;Children;Relatives;Siblings;Spouse,Sarene
https://coppermind.net/wiki/Sarene%27s_mother,Bonded_With;Character;Parents;Spouse,Sarene's mother;Unknown
https://coppermind.net/wiki/Warcamp,Residence,Warcamp
https://coppermind.net/wiki/Unmade,Groups,Unmade
https://coppermind.net/wiki/Spren,Species,Spren
https://coppermind.net/wiki/Fjordell,Nationality,Fjordell
https://coppermind.net/wiki/Ardent,Profession,Ardent
https://coppermind.net/wiki/Reshi_Isles,Location;Region;Residence,Reshi Isles
https://coppermind.net/wiki/Tozbek,Character;Spouse,Tozbek
https://coppermind.net/wiki/Emuli,Nationality,Emuli
https://coppermind.net/wiki/Kurshina,Character;Spouse,Kurshina
https://coppermind.net/wiki/Heritage_Faction,Groups,Heritage Faction
https://coppermind.net/wiki/Ukurgi,Birthplace;Location,Ukurgi
https://coppermind.net/wiki/Grand,Ethnicity;Location;Nationality,Grand
https://coppermind.net/wiki/Idrian,Ethnicity;Nationality,Idrian
https://coppermind.net/wiki/Allrianne_Cett,Ancestors;Character;Children;Spouse,Allrianne Cett
https://coppermind.net/wiki/Western_Dominance,Birthplace;Dominance;Location,Dominance;Western Dominance
https://coppermind.net/wiki/Demoux,Character;Spouse,Demoux
https://coppermind.net/wiki/Seventeenth_Shard,Groups;Location,Seventeenth Shard
https://coppermind.net/wiki/Telrii,Capital;Character;Parents;Spouse,Telrii
https://coppermind.net/wiki/Shaor,Character;Children,Shaor
https://coppermind.net/wiki/Dashe,Bonded_With;Character;Parents,Dashe
https://coppermind.net/wiki/JinDo,Ethnicity;Location;Nation;Nationality,JinDo
https://coppermind.net/wiki/Natan,Ethnicity;Nationality,Natan
https://coppermind.net/wiki/Jastes_Lekal,Character;Relatives,Jastes Lekal
https://coppermind.net/wiki/House_Tekiel,Family;Location;Owner,House Tekiel
https://coppermind.net/wiki/New_Seran,City;Location;Residence,New Seran
https://coppermind.net/wiki/Baxil,Character;Relatives,Baxil
https://coppermind.net/wiki/Hashal,Character;Spouse,Hashal
https://coppermind.net/wiki/Siah_Aimian,Species,Siah Aimian
https://coppermind.net/wiki/Vizier,Profession,Vizier
https://coppermind.net/wiki/Azimir,Capital;City;Location;Residence,Azimir
https://coppermind.net/wiki/Azish,Ethnicity;Nationality,Azish
https://coppermind.net/wiki/Dedelin,Character;Descendants;Parents;Relatives;Ruled_by;Spouse,Dedelin
https://coppermind.net/wiki/Vivenna%27s_mother,Character;Parents;Spouse,Unknown;Vivenna's mother
https://coppermind.net/wiki/Ridger,Character;Children;Descendants;Relatives;Siblings,Ridger
https://coppermind.net/wiki/Fafen,Character;Children;Descendants;Relatives;Siblings,Fafen
https://coppermind.net/wiki/Siri,Children;Siblings,Siri
https://coppermind.net/wiki/Denth,Character;Descendants;Relatives;Siblings,Denth
https://coppermind.net/wiki/Shashara,Character;Descendants;Relatives;Siblings;Spouse,Shashara
https://coppermind.net/wiki/Vo,Ancestors;Character,Vo
https://coppermind.net/wiki/Order_of_Stonewards,Groups;Location,Order of Stonewards
https://coppermind.net/wiki/Eylita,Spouse,Eylita
https://coppermind.net/wiki/Lin_Davar,Character;Parents;Spouse,Lin Davar
https://coppermind.net/wiki/Shallan%27s_mother,Character;Parents;Spouse,Shallan's mother;Unknown
https://coppermind.net/wiki/Helaran,Children;Siblings,Helaran
https://coppermind.net/wiki/Wikim,Children;Siblings,Wikim
https://coppermind.net/wiki/Jushu,Children;Siblings,Jushu
https://coppermind.net/wiki/Dynasty,Groups;Location,Dynasty
https://coppermind.net/wiki/Darksider,Ethnicity,Darksider
https://coppermind.net/wiki/Iiarian,Nationality,Iiarian
https://coppermind.net/wiki/Bilming,City;Location;Residence,Bilming
https://coppermind.net/wiki/Av,Character;Relatives,Av
https://coppermind.net/wiki/Lunamor,Character;Parents;Relatives;Spouse,Lunamor;Numuhukumakiaki'aialunamor
https://coppermind.net/wiki/Tuaka,Character;Parents;Spouse,Tuaka
https://coppermind.net/wiki/Gift,Character;Children;Siblings,Gift
https://coppermind.net/wiki/Cord,Character;Children;Siblings,Cord
https://coppermind.net/wiki/Rock_(junior),Character;Children;Siblings,Rock (junior)
https://coppermind.net/wiki/Star,Character;Children;Siblings,Star
https://coppermind.net/wiki/Kuma%27tiki,Character;Children;Siblings,Kuma'tiki
https://coppermind.net/wiki/Horneater_Peaks,Location;Region;Residence,Horneater Peaks
https://coppermind.net/wiki/Unkalaki,Ethnicity;Nationality,Unkalaki
https://coppermind.net/wiki/Kasitor,Location;Residence,Kasitor
https://coppermind.net/wiki/Iriali,Nationality,Iriali
https://coppermind.net/wiki/King%27s_Guard,Groups;Profession,King's Guard
https://coppermind.net/wiki/Quellion,Character;Siblings,Quellion
https://coppermind.net/wiki/Urteau,Birthplace;City;Location;Residence,Urteau
https://coppermind.net/wiki/Skaa,Ethnicity;Location,Skaa
https://coppermind.net/wiki/Steel_Inquisitor,Species,Steel Inquisitor
https://coppermind.net/wiki/Diem,Groups,Diem
https://coppermind.net/wiki/Ornament,Bonded_With;Character,Ornament
https://coppermind.net/wiki/Order_of_Lightweavers,Groups;Location,Order of Lightweavers
https://coppermind.net/wiki/Unseen_Court,Groups,Unseen Court
https://coppermind.net/wiki/Mishinah,Spouse,Mishinah
https://coppermind.net/wiki/Jokasha_Monastery,Location;Residence,Jokasha Monastery
https://coppermind.net/wiki/Luthadel_Garrison,Groups,Luthadel Garrison
https://coppermind.net/wiki/Tashikki,Nationality,Tashikki
https://coppermind.net/wiki/Thude,Character;Spouse,Thude
https://coppermind.net/wiki/Yeden,Character;Groups,Yeden
https://coppermind.net/wiki/Order_of_Windrunners,Groups;Location,Order of Windrunners
https://coppermind.net/wiki/Inkspren,Species,Inkspren
https://coppermind.net/wiki/Forests_of_Hell,Location;Region;Residence,Forests of Hell
https://coppermind.net/wiki/Threnody,Location;World,Threnody
https://coppermind.net/wiki/Boris_the_Third,Character;Siblings,Boris the Third
https://coppermind.net/wiki/Boris_Junior,Character;Siblings,Boris Junior
https://coppermind.net/wiki/Danlan_Morakotha,Character;Children,Danlan Morakotha
https://coppermind.net/wiki/Malasha_Seveks,Character;Children,Malasha Seveks
https://coppermind.net/wiki/Apara,Character;Spouse,Apara
https://coppermind.net/wiki/Huio,Bonded_With;Character;Relatives,Huio
https://coppermind.net/wiki/Order_of_Skybreakers,Groups;Location,Order of Skybreakers
https://coppermind.net/wiki/Ardous_Geffenry,Character;Relatives;Siblings,Ardous Geffenry
https://coppermind.net/wiki/Camon%27s_crew,Groups,Camon's crew
https://coppermind.net/wiki/Tyden,Character;Spouse,Tyden
https://coppermind.net/wiki/Taleb,Character;Parents,Taleb
https://coppermind.net/wiki/Chull,Profession,Chull
https://coppermind.net/wiki/House_Cett,Family;Location,House Cett
https://coppermind.net/wiki/Ashweather_Carriage_and_Coach,Profession,Ashweather Carriage and Coach
https://coppermind.net/wiki/Vstim,Character;Relatives,Vstim
https://coppermind.net/wiki/Valette_Entrone,Character;Descendants;Relatives,Valette Entrone
https://coppermind.net/wiki/Lopen,Bonded_With;Character;Children;Relatives,Lopen
https://coppermind.net/wiki/Lord_Erikell,Character;Relatives,Lord Erikell
https://coppermind.net/wiki/Larkin,Species,Larkin
https://coppermind.net/wiki/Narak,Residence,Narak
https://coppermind.net/wiki/Margel,Character;Parents;Siblings;Spouse,Margel
https://coppermind.net/wiki/Spook,Character;Children;Relatives,Spook
https://coppermind.net/wiki/Kelsier%27s_crew,Groups,Kelsier's crew
https://coppermind.net/wiki/Vanishers,Groups,Vanishers
https://coppermind.net/wiki/Goradel,Ancestors;Character,Goradel
https://coppermind.net/wiki/Kheni,Character;Spouse,Kheni
https://coppermind.net/wiki/Vedenar,Capital;Location;Residence,Vedenar
https://coppermind.net/wiki/Beautiful_Song,Character;Children;Siblings,Beautiful Song
https://coppermind.net/wiki/Noril,Character;Relatives,Noril
https://coppermind.net/wiki/Ana,Ancestors;Character;Spouse,Ana
https://coppermind.net/wiki/Elantris_(city),Capital;Location;Residence,Elantris;Elantris (city)
https://coppermind.net/wiki/Navani,Ancestors;Bonded_With;Parents;Spouse,Navani
https://coppermind.net/wiki/Adolin,Children;Descendants;Relatives;Siblings,Adolin
https://coppermind.net/wiki/Gavilar,Ancestors;Children;Parents;Relatives;Siblings;Spouse,Gavilar
https://coppermind.net/wiki/Jasnah,Bonded_With;Children;Descendants;Relatives;Siblings,Jasnah
https://coppermind.net/wiki/Elhokar,Bonded_With;Children;Descendants;Parents;Relatives,Elhokar
https://coppermind.net/wiki/Stormfather,Bonded_With;Character,Stormfather
https://coppermind.net/wiki/Order_of_Bondsmiths,Groups;Location,Order of Bondsmiths
https://coppermind.net/wiki/Brightlord_Morakotha,Character;Parents,Brightlord Morakotha
https://coppermind.net/wiki/Adien,Character;Children;Siblings,Adien
https://coppermind.net/wiki/Teorn,Character;Children;Relatives;Siblings,Teorn
https://coppermind.net/wiki/Eventeo,Bonded_With;Character;Parents;Relatives;Ruled_by;Siblings;Spouse,Eventeo
https://coppermind.net/wiki/Ati_(seon),Bonded_With;Character,Ati;Ati (seon)
https://coppermind.net/wiki/Vivenna,Character;Children;Descendants;Relatives;Siblings,Vivenna
https://coppermind.net/wiki/Bevalis,Capital;Location;Residence,Bevalis
https://coppermind.net/wiki/Luthadel_Assembly,Groups,Luthadel Assembly
https://coppermind.net/wiki/Delius%27_son,Children,Delius' son
https://coppermind.net/wiki/Helm,Groups,Helm
https://coppermind.net/wiki/Delius,Character;Parents,Delius
https://coppermind.net/wiki/Venli,Bonded_With;Character;Children;Siblings;Spouse,Venli
https://coppermind.net/wiki/Tinweight_Settlement,Location;Residence,Tinweight Settlement
https://coppermind.net/wiki/Aslydin,Character;Spouse,Aslydin
https://coppermind.net/wiki/Skaa_Rebellion,Profession,Skaa Rebellion
https://coppermind.net/wiki/Church_of_the_Survivor,Location;Profession;Religion,Church of the Survivor
https://coppermind.net/wiki/New_Empire,Location;Profession,New Empire
https://coppermind.net/wiki/Survivorism,Religion,Survivorism
https://coppermind.net/wiki/Sisirinah,Character;Children;Descendants;Relatives;Spouse,Sisirinah
https://coppermind.net/wiki/Elisian,Nationality,Elisian
https://coppermind.net/wiki/Hoid,Bonded_With;Character,Hoid
https://coppermind.net/wiki/Cryptic,Species,Cryptic
https://coppermind.net/wiki/Herdazian,Ethnicity;Nationality,Herdazian
https://coppermind.net/wiki/Seala,Character;Spouse,Seala
https://coppermind.net/wiki/Derethi,Profession,Derethi
https://coppermind.net/wiki/Gragdet,Profession,Gragdet
https://coppermind.net/wiki/Waren,Character;Children;Relatives,Waren
https://coppermind.net/wiki/Iyatil,Character;Siblings,Iyatil
https://coppermind.net/wiki/Ghostbloods,Groups,Ghostbloods
https://coppermind.net/wiki/Nightstreet_Gang,Groups,Nightstreet Gang
https://coppermind.net/wiki/Koloss,Ethnicity;Species,Koloss
https://coppermind.net/wiki/House_Venture,Family;Location,House Venture
https://coppermind.net/wiki/Arshqqam,Bonded_With;Character,Arshqqam
https://coppermind.net/wiki/Mistspren,Species,Mistspren
https://coppermind.net/wiki/Rianal,Birthplace;Location,Rianal
https://coppermind.net/wiki/Reenst_Rile,Character;Parents,Reenst Rile
https://coppermind.net/wiki/Kstled,Character;Siblings,Kstled
https://coppermind.net/wiki/Liaforan,Nationality,Liaforan
https://coppermind.net/wiki/Fatren,Character;Ruled_by;Siblings,Fatren
https://coppermind.net/wiki/Mazish,Character;Spouse,Mazish
https://coppermind.net/wiki/Stormsetter,Profession,Stormsetter
https://coppermind.net/wiki/Set,Groups,Set
https://coppermind.net/wiki/Allriandre,Children;Parents,Allriandre
https://coppermind.net/wiki/Dalinar%27s_elites,Groups,Dalinar's elites
https://coppermind.net/wiki/Duladel,Location;Nation;Residence,Duladel
https://coppermind.net/wiki/Waxillium_Ladrian,Character;Owner;Parents;Relatives;Siblings;Spouse,Waxillium Ladrian
https://coppermind.net/wiki/Telsin_Ladrian,Character;Relatives;Siblings,Telsin Ladrian
https://coppermind.net/wiki/Raoshem,Ancestors;Character,Raoshem
https://coppermind.net/wiki/Vin,Character;Children;Relatives;Siblings;Spouse,Vin
https://coppermind.net/wiki/Straff,Parents;Spouse,Straff
https://coppermind.net/wiki/Elend%27s_mother,Character;Parents;Spouse,Elend's mother;Unknown
https://coppermind.net/wiki/Zane,Children;Siblings,Zane
https://coppermind.net/wiki/Elend,Children;Siblings,Elend
https://coppermind.net/wiki/Aesudan,Bonded_With;Parents;Relatives;Spouse,Aesudan
https://coppermind.net/wiki/Design,Bonded_With;Character,Design
https://coppermind.net/wiki/Ruthar,Character;Parents;Relatives;Ruler;Spouse,Ruthar
https://coppermind.net/wiki/Jayla_Ruthar,Character;Parents;Relatives;Spouse,Jayla Ruthar
https://coppermind.net/wiki/Relis_Ruthar,Character;Relatives;Siblings,Relis Ruthar
https://coppermind.net/wiki/Stormwarden,Profession,Stormwarden
https://coppermind.net/wiki/Roial,Bonded_With;Character;Spouse,Roial
https://coppermind.net/wiki/Iadon,Capital;Character;Parents;Spouse,Iadon
https://coppermind.net/wiki/Raoden,Bonded_With;Character;Children;Relatives;Siblings;Spouse,Raoden
https://coppermind.net/wiki/Jaxlim,Character;Parents,Jaxlim
https://coppermind.net/wiki/Timbre,Bonded_With;Character,Timbre
https://coppermind.net/wiki/Raboniel,Character;Parents,Raboniel
https://coppermind.net/wiki/Mart,Character;Siblings,Mart
https://coppermind.net/wiki/Veristitalian,Groups,Veristitalian
https://coppermind.net/wiki/Eshen,Character;Parents;Spouse,Eshen
https://coppermind.net/wiki/Eelakin,Ethnicity,Eelakin
https://coppermind.net/wiki/First_of_the_Sun,Location;World,First of the Sun
https://coppermind.net/wiki/Dio,Bonded_With;Character,Dio
https://coppermind.net/wiki/Teo,Nationality,Teo
https://coppermind.net/wiki/Riran,Nationality,Riran
https://coppermind.net/wiki/Balat_Davar,Character;Spouse,Balat Davar
https://coppermind.net/wiki/Tavinar,Character;Parents,Tavinar
https://coppermind.net/wiki/Austrism,Location;Religion,Austrism
https://coppermind.net/wiki/Tomor,Character;Relatives,Tomor
https://coppermind.net/wiki/Vorinism,Location;Related_to;Religion,Vorinism
https://coppermind.net/wiki/Druffel,Character;Siblings,Druffel
https://coppermind.net/wiki/Vetitan,Location;Residence,Vetitan
https://coppermind.net/wiki/House_Aime,Family;Location,House Aime
https://coppermind.net/wiki/Malli,Character;Spouse,Malli
https://coppermind.net/wiki/Kmakl,Character;Parents;Spouse,Kmakl
https://coppermind.net/wiki/Kdralk,Character;Children,Kdralk
https://coppermind.net/wiki/Thaylen_City,Capital;City;Location;Residence,Thaylen City
https://coppermind.net/wiki/House_Penrod,Family;Location,House Penrod
https://coppermind.net/wiki/Kandra,Species,Kandra
https://coppermind.net/wiki/Cobalt_Guard,Groups;Profession,Cobalt Guard
https://coppermind.net/wiki/Arteth,Profession,Arteth
https://coppermind.net/wiki/The_Village,Location;Residence,The Village
https://coppermind.net/wiki/Hrovell,Location;Nation;Nationality,Hrovell
https://coppermind.net/wiki/Mailey,Character;Siblings,Mailey
https://coppermind.net/wiki/Selvest_Vif,Character;Siblings,Selvest Vif
https://coppermind.net/wiki/Dragon_(cosmere),Species,Dragon (cosmere)
https://coppermind.net/wiki/Yolen,Location;World,Yolen
https://coppermind.net/wiki/Dula,Ethnicity,Dula
https://coppermind.net/wiki/Ryshadium,Species,Ryshadium
https://coppermind.net/wiki/Arbiter,Profession,Arbiter
https://coppermind.net/wiki/Bornwater,Location;Residence,Bornwater
https://coppermind.net/wiki/Sons_of_Honor,Groups,Sons of Honor
https://coppermind.net/wiki/Aratin,Children;Siblings,Aratin
https://coppermind.net/wiki/Field,Groups,Field
https://coppermind.net/wiki/Gereh%27s_Aviar,Bonded_With;Character,Gereh's Aviar
https://coppermind.net/wiki/Gereh,Bonded_With;Character,Gereh
https://coppermind.net/wiki/Lift,Bonded_With;Character,Lift
https://coppermind.net/wiki/Aviar,Bonded_With;Investitures;Species,Aviar
https://coppermind.net/wiki/Malise_Gevelmar,Character;Children;Parents;Spouse,Malise Gevelmar
https://coppermind.net/wiki/Ashweather,Parents,Ashweather
https://coppermind.net/wiki/Archinal,Bonded_With;Character,Archinal
https://coppermind.net/wiki/Order_of_Edgedancers,Groups;Location,Order of Edgedancers
https://coppermind.net/wiki/Claude_Aradel,Character;Descendants,Claude Aradel
https://coppermind.net/wiki/Wayne,Character;Relatives,Wayne
https://coppermind.net/wiki/Guild,Groups,Guild
https://coppermind.net/wiki/Purelaker,Nationality,Purelaker
https://coppermind.net/wiki/Silverlight,Location;Residence,Silverlight
https://coppermind.net/wiki/Karavaniga,Character;Descendants;Relatives,Karavaniga
https://coppermind.net/wiki/Ruli,Character;Descendants;Relatives,Ruli
https://coppermind.net/wiki/Taravangian%27s_granddaughter,Character;Descendants;Relatives,Taravangian's granddaughter;Unknown
https://coppermind.net/wiki/Taravangian,Ancestors;Character;Parents;Relatives;Ruled_by;Ruler,Taravangian
https://coppermind.net/wiki/Arafik,Character;Parents,Arafik
https://coppermind.net/wiki/Devotaries,Groups,Devotaries
https://coppermind.net/wiki/Mardra,Character;Spouse,Mardra
https://coppermind.net/wiki/MaiPon,Location;Nationality,MaiPon
https://coppermind.net/wiki/Miasal,Character;Children,Miasal
https://coppermind.net/wiki/Avarak_Matal,Character;Spouse,Avarak Matal
https://coppermind.net/wiki/Rine_Hatham,Character;Relatives,Rine Hatham
https://coppermind.net/wiki/Pahn_Kahl,Location;Nationality,Pahn Kahl
https://coppermind.net/wiki/Taffa,Character;Parents;Spouse,Taffa
https://coppermind.net/wiki/Seeli,Character;Children,Seeli
https://coppermind.net/wiki/Hall_of_Judgement,Groups,Hall of Judgement
https://coppermind.net/wiki/Balat,Children;Siblings,Balat
https://coppermind.net/wiki/Lirin,Character;Parents;Spouse,Lirin
https://coppermind.net/wiki/Edwarn_Ladrian,Character;Parents;Relatives,Edwarn Ladrian
https://coppermind.net/wiki/Worldsingers,Groups,Worldsingers
https://coppermind.net/wiki/Hrathen%27s_seon,Bonded_With;Character,Hrathen's seon;Unknown
https://coppermind.net/wiki/Gyorn,Profession,Gyorn
https://coppermind.net/wiki/Hrathen,Bonded_With;Character,Hrathen
https://coppermind.net/wiki/House_Entrone,Family;Location,House Entrone
https://coppermind.net/wiki/Caelinora,Bonded_With;Character,Caelinora
https://coppermind.net/wiki/Gawx,Relatives,Gawx
https://coppermind.net/wiki/Striker,Nationality,Striker
